"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence","condition","Columns"
"fib","ER Stress","Lama4","ITGA2_ITGB1",0.00375168178570381,0,"LAMA4_ITGA2_ITGB1","Lama4  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_ER Stress"
"fib","Goblet / DCS","Lama4","ITGA2_ITGB1",0.0022671652294946,0,"LAMA4_ITGA2_ITGB1","Lama4  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Goblet / DCS"
"fib","Early Enterocyte","Lama4","ITGA2_ITGB1",0.00140836591561501,0.04,"LAMA4_ITGA2_ITGB1","Lama4  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Early Enterocyte"
"fib","Late Enterocyte","Lama4","ITGA2_ITGB1",0.00257358417596305,0,"LAMA4_ITGA2_ITGB1","Lama4  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Late Enterocyte"
"fib","CSC","Lamb1","ITGA2_ITGB1",0.00500612989886679,0,"LAMB1_ITGA2_ITGB1","Lamb1  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_CSC"
"fib","proCSC","Lamb1","ITGA2_ITGB1",0.0080519268035385,0,"LAMB1_ITGA2_ITGB1","Lamb1  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_proCSC"
"fib","revCSC","Lamb1","ITGA2_ITGB1",0.0104489628872702,0,"LAMB1_ITGA2_ITGB1","Lamb1  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_revCSC"
"fib","TA 1","Lamb1","ITGA2_ITGB1",0.00712328308736749,0,"LAMB1_ITGA2_ITGB1","Lamb1  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 1"
"fib","TA 2","Lamb1","ITGA2_ITGB1",0.011704486851852,0,"LAMB1_ITGA2_ITGB1","Lamb1  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 2"
"fib","ER Stress","Lamb1","ITGA2_ITGB1",0.00901164309749666,0,"LAMB1_ITGA2_ITGB1","Lamb1  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_ER Stress"
"fib","Goblet / DCS","Lamb1","ITGA2_ITGB1",0.00545719440825,0,"LAMB1_ITGA2_ITGB1","Lamb1  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Goblet / DCS"
"fib","Early Enterocyte","Lamb1","ITGA2_ITGB1",0.00339412679805265,0,"LAMB1_ITGA2_ITGB1","Lamb1  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Early Enterocyte"
"fib","Late Enterocyte","Lamb1","ITGA2_ITGB1",0.00619208629533193,0,"LAMB1_ITGA2_ITGB1","Lamb1  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Late Enterocyte"
"fib","proCSC","Lamc1","ITGA2_ITGB1",0.00317342702135857,0,"LAMC1_ITGA2_ITGB1","Lamc1  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_proCSC"
"fib","revCSC","Lamc1","ITGA2_ITGB1",0.00412418560691066,0,"LAMC1_ITGA2_ITGB1","Lamc1  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_revCSC"
"fib","TA 1","Lamc1","ITGA2_ITGB1",0.00280583826229807,0,"LAMC1_ITGA2_ITGB1","Lamc1  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 1"
"fib","TA 2","Lamc1","ITGA2_ITGB1",0.00462328917398496,0,"LAMC1_ITGA2_ITGB1","Lamc1  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 2"
"fib","ER Stress","Lamc1","ITGA2_ITGB1",0.0035537537858684,0,"LAMC1_ITGA2_ITGB1","Lamc1  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_ER Stress"
"fib","Goblet / DCS","Lamc1","ITGA2_ITGB1",0.00214738726267368,0.02,"LAMC1_ITGA2_ITGB1","Lamc1  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Goblet / DCS"
"fib","Late Enterocyte","Lamc1","ITGA2_ITGB1",0.00243765715782709,0,"LAMC1_ITGA2_ITGB1","Lamc1  - (Itga2+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Late Enterocyte"
"fib","CSC","Lama4","ITGA3_ITGB1",0.00189741819810888,0,"LAMA4_ITGA3_ITGB1","Lama4  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_CSC"
"fib","proCSC","Lama4","ITGA3_ITGB1",0.00215145447347242,0,"LAMA4_ITGA3_ITGB1","Lama4  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_proCSC"
"fib","revCSC","Lama4","ITGA3_ITGB1",0.00167515679671967,0,"LAMA4_ITGA3_ITGB1","Lama4  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_revCSC"
"fib","TA 1","Lama4","ITGA3_ITGB1",0.00144918024148961,0,"LAMA4_ITGA3_ITGB1","Lama4  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 1"
"fib","TA 2","Lama4","ITGA3_ITGB1",0.00387520807832182,0,"LAMA4_ITGA3_ITGB1","Lama4  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 2"
"fib","ER Stress","Lama4","ITGA3_ITGB1",0.00146980919828451,0,"LAMA4_ITGA3_ITGB1","Lama4  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_ER Stress"
"fib","Goblet / DCS","Lama4","ITGA3_ITGB1",0.00240634230221428,0,"LAMA4_ITGA3_ITGB1","Lama4  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Goblet / DCS"
"fib","Early Enterocyte","Lama4","ITGA3_ITGB1",0.00119809730578714,0,"LAMA4_ITGA3_ITGB1","Lama4  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Early Enterocyte"
"fib","Late Enterocyte","Lama4","ITGA3_ITGB1",0.00153558069830956,0,"LAMA4_ITGA3_ITGB1","Lama4  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Late Enterocyte"
"fib","CSC","Lamb1","ITGA3_ITGB1",0.00456957522322835,0,"LAMB1_ITGA3_ITGB1","Lamb1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_CSC"
"fib","proCSC","Lamb1","ITGA3_ITGB1",0.00517951730241286,0,"LAMB1_ITGA3_ITGB1","Lamb1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_proCSC"
"fib","revCSC","Lamb1","ITGA3_ITGB1",0.00403556598646808,0,"LAMB1_ITGA3_ITGB1","Lamb1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_revCSC"
"fib","TA 1","Lamb1","ITGA3_ITGB1",0.00349228705269163,0,"LAMB1_ITGA3_ITGB1","Lamb1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 1"
"fib","TA 2","Lamb1","ITGA3_ITGB1",0.00930673878002659,0,"LAMB1_ITGA3_ITGB1","Lamb1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 2"
"fib","ER Stress","Lamb1","ITGA3_ITGB1",0.00354189630014104,0,"LAMB1_ITGA3_ITGB1","Lamb1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_ER Stress"
"fib","Goblet / DCS","Lamb1","ITGA3_ITGB1",0.00579106482054048,0,"LAMB1_ITGA3_ITGB1","Lamb1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Goblet / DCS"
"fib","Early Enterocyte","Lamb1","ITGA3_ITGB1",0.00288824217755303,0,"LAMB1_ITGA3_ITGB1","Lamb1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Early Enterocyte"
"fib","Late Enterocyte","Lamb1","ITGA3_ITGB1",0.00370004664538928,0,"LAMB1_ITGA3_ITGB1","Lamb1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Late Enterocyte"
"fib","CSC","Lamc1","ITGA3_ITGB1",0.00179713937291689,0,"LAMC1_ITGA3_ITGB1","Lamc1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_CSC"
"fib","proCSC","Lamc1","ITGA3_ITGB1",0.00203777720542901,0,"LAMC1_ITGA3_ITGB1","Lamc1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_proCSC"
"fib","revCSC","Lamc1","ITGA3_ITGB1",0.00158660584604947,0,"LAMC1_ITGA3_ITGB1","Lamc1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_revCSC"
"fib","TA 1","Lamc1","ITGA3_ITGB1",0.00137255827994703,0,"LAMC1_ITGA3_ITGB1","Lamc1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 1"
"fib","TA 2","Lamc1","ITGA3_ITGB1",0.00367078719683491,0,"LAMC1_ITGA3_ITGB1","Lamc1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 2"
"fib","ER Stress","Lamc1","ITGA3_ITGB1",0.00139209805024732,0,"LAMC1_ITGA3_ITGB1","Lamc1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_ER Stress"
"fib","Goblet / DCS","Lamc1","ITGA3_ITGB1",0.00227922818506787,0,"LAMC1_ITGA3_ITGB1","Lamc1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Goblet / DCS"
"fib","Early Enterocyte","Lamc1","ITGA3_ITGB1",0.00113473567186707,0,"LAMC1_ITGA3_ITGB1","Lamc1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Early Enterocyte"
"fib","Late Enterocyte","Lamc1","ITGA3_ITGB1",0.00145439717157526,0,"LAMC1_ITGA3_ITGB1","Lamc1  - (Itga3+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Late Enterocyte"
"fib","CSC","Thbs1","ITGA3_ITGB1",0.0070020261346118,0,"THBS1_ITGA3_ITGB1","Thbs1  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_CSC"
"fib","proCSC","Thbs1","ITGA3_ITGB1",0.00793406133057723,0,"THBS1_ITGA3_ITGB1","Thbs1  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_proCSC"
"fib","revCSC","Thbs1","ITGA3_ITGB1",0.00618552243922506,0,"THBS1_ITGA3_ITGB1","Thbs1  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_revCSC"
"fib","TA 1","Thbs1","ITGA3_ITGB1",0.00535436649567683,0,"THBS1_ITGA3_ITGB1","Thbs1  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 1"
"fib","TA 2","Thbs1","ITGA3_ITGB1",0.0142248154734441,0,"THBS1_ITGA3_ITGB1","Thbs1  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 2"
"fib","ER Stress","Thbs1","ITGA3_ITGB1",0.00543028313730879,0,"THBS1_ITGA3_ITGB1","Thbs1  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_ER Stress"
"fib","Goblet / DCS","Thbs1","ITGA3_ITGB1",0.00886793974157051,0,"THBS1_ITGA3_ITGB1","Thbs1  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Goblet / DCS"
"fib","Early Enterocyte","Thbs1","ITGA3_ITGB1",0.00442967796909059,0,"THBS1_ITGA3_ITGB1","Thbs1  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Early Enterocyte"
"fib","Late Enterocyte","Thbs1","ITGA3_ITGB1",0.00567227246740004,0,"THBS1_ITGA3_ITGB1","Thbs1  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Late Enterocyte"
"fib","CSC","Thbs2","ITGA3_ITGB1",0.0155822309561728,0,"THBS2_ITGA3_ITGB1","Thbs2  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_CSC"
"fib","proCSC","Thbs2","ITGA3_ITGB1",0.0176360873937858,0,"THBS2_ITGA3_ITGB1","Thbs2  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_proCSC"
"fib","revCSC","Thbs2","ITGA3_ITGB1",0.0137790763839169,0,"THBS2_ITGA3_ITGB1","Thbs2  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_revCSC"
"fib","TA 1","Thbs2","ITGA3_ITGB1",0.0119398243266018,0,"THBS2_ITGA3_ITGB1","Thbs2  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 1"
"fib","TA 2","Thbs2","ITGA3_ITGB1",0.0313760865734169,0,"THBS2_ITGA3_ITGB1","Thbs2  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 2"
"fib","ER Stress","Thbs2","ITGA3_ITGB1",0.0121079759551474,0,"THBS2_ITGA3_ITGB1","Thbs2  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_ER Stress"
"fib","Goblet / DCS","Thbs2","ITGA3_ITGB1",0.0196892779256196,0,"THBS2_ITGA3_ITGB1","Thbs2  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Goblet / DCS"
"fib","Early Enterocyte","Thbs2","ITGA3_ITGB1",0.00988914765741744,0,"THBS2_ITGA3_ITGB1","Thbs2  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Early Enterocyte"
"fib","Late Enterocyte","Thbs2","ITGA3_ITGB1",0.0126437598040448,0,"THBS2_ITGA3_ITGB1","Thbs2  - (Itga3+Itgb1)","THBS","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Late Enterocyte"
"fib","CSC","Col1a1","ITGA3_ITGB1",0.0257430216271272,0,"COL1A1_ITGA3_ITGB1","Col1a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_CSC"
"fib","proCSC","Col1a1","ITGA3_ITGB1",0.0290965625211207,0,"COL1A1_ITGA3_ITGB1","Col1a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_proCSC"
"fib","revCSC","Col1a1","ITGA3_ITGB1",0.022791296202087,0,"COL1A1_ITGA3_ITGB1","Col1a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_revCSC"
"fib","TA 1","Col1a1","ITGA3_ITGB1",0.0197731981426195,0,"COL1A1_ITGA3_ITGB1","Col1a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 1"
"fib","TA 2","Col1a1","ITGA3_ITGB1",0.0512989832500144,0,"COL1A1_ITGA3_ITGB1","Col1a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 2"
"fib","ER Stress","Col1a1","ITGA3_ITGB1",0.0200494306271856,0,"COL1A1_ITGA3_ITGB1","Col1a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_ER Stress"
"fib","Goblet / DCS","Col1a1","ITGA3_ITGB1",0.032439920530718,0,"COL1A1_ITGA3_ITGB1","Col1a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Goblet / DCS"
"fib","Early Enterocyte","Col1a1","ITGA3_ITGB1",0.0163994620393109,0,"COL1A1_ITGA3_ITGB1","Col1a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Early Enterocyte"
"fib","Late Enterocyte","Col1a1","ITGA3_ITGB1",0.020929182788313,0,"COL1A1_ITGA3_ITGB1","Col1a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Late Enterocyte"
"fib","CSC","Col1a2","ITGA3_ITGB1",0.0173818872502044,0,"COL1A2_ITGA3_ITGB1","Col1a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_CSC"
"fib","proCSC","Col1a2","ITGA3_ITGB1",0.019668212747754,0,"COL1A2_ITGA3_ITGB1","Col1a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_proCSC"
"fib","revCSC","Col1a2","ITGA3_ITGB1",0.0153737312153395,0,"COL1A2_ITGA3_ITGB1","Col1a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_revCSC"
"fib","TA 1","Col1a2","ITGA3_ITGB1",0.0133244980459703,0,"COL1A2_ITGA3_ITGB1","Col1a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 1"
"fib","TA 2","Col1a2","ITGA3_ITGB1",0.0349351068245619,0,"COL1A2_ITGA3_ITGB1","Col1a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 2"
"fib","ER Stress","Col1a2","ITGA3_ITGB1",0.0135118837165073,0,"COL1A2_ITGA3_ITGB1","Col1a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_ER Stress"
"fib","Goblet / DCS","Col1a2","ITGA3_ITGB1",0.0219526961938768,0,"COL1A2_ITGA3_ITGB1","Col1a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Goblet / DCS"
"fib","Early Enterocyte","Col1a2","ITGA3_ITGB1",0.0110386592193333,0,"COL1A2_ITGA3_ITGB1","Col1a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Early Enterocyte"
"fib","Late Enterocyte","Col1a2","ITGA3_ITGB1",0.0141089039308126,0,"COL1A2_ITGA3_ITGB1","Col1a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Late Enterocyte"
"fib","CSC","Col4a1","ITGA3_ITGB1",0.0147962797108473,0,"COL4A1_ITGA3_ITGB1","Col4a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_CSC"
"fib","proCSC","Col4a1","ITGA3_ITGB1",0.0167483042956832,0,"COL4A1_ITGA3_ITGB1","Col4a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_proCSC"
"fib","revCSC","Col4a1","ITGA3_ITGB1",0.0130828656370062,0,"COL4A1_ITGA3_ITGB1","Col4a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_revCSC"
"fib","TA 1","Col4a1","ITGA3_ITGB1",0.0113354767101088,0,"COL4A1_ITGA3_ITGB1","Col4a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 1"
"fib","TA 2","Col4a1","ITGA3_ITGB1",0.029817639437882,0,"COL4A1_ITGA3_ITGB1","Col4a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 2"
"fib","ER Stress","Col4a1","ITGA3_ITGB1",0.0114952161753223,0,"COL4A1_ITGA3_ITGB1","Col4a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_ER Stress"
"fib","Goblet / DCS","Col4a1","ITGA3_ITGB1",0.0187001067167432,0,"COL4A1_ITGA3_ITGB1","Col4a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Goblet / DCS"
"fib","Early Enterocyte","Col4a1","ITGA3_ITGB1",0.00938761115983342,0,"COL4A1_ITGA3_ITGB1","Col4a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Early Enterocyte"
"fib","Late Enterocyte","Col4a1","ITGA3_ITGB1",0.0120042145874041,0,"COL4A1_ITGA3_ITGB1","Col4a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Late Enterocyte"
"fib","CSC","Col4a2","ITGA3_ITGB1",0.0109890885506815,0,"COL4A2_ITGA3_ITGB1","Col4a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_CSC"
"fib","proCSC","Col4a2","ITGA3_ITGB1",0.0124451876357592,0,"COL4A2_ITGA3_ITGB1","Col4a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_proCSC"
"fib","revCSC","Col4a2","ITGA3_ITGB1",0.00971220230522786,0,"COL4A2_ITGA3_ITGB1","Col4a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_revCSC"
"fib","TA 1","Col4a2","ITGA3_ITGB1",0.00841117295960974,0,"COL4A2_ITGA3_ITGB1","Col4a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 1"
"fib","TA 2","Col4a2","ITGA3_ITGB1",0.0222325641531163,0,"COL4A2_ITGA3_ITGB1","Col4a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 2"
"fib","ER Stress","Col4a2","ITGA3_ITGB1",0.00853005870289019,0,"COL4A2_ITGA3_ITGB1","Col4a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_ER Stress"
"fib","Goblet / DCS","Col4a2","ITGA3_ITGB1",0.0139026069390329,0,"COL4A2_ITGA3_ITGB1","Col4a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Goblet / DCS"
"fib","Early Enterocyte","Col4a2","ITGA3_ITGB1",0.00696227519099701,0,"COL4A2_ITGA3_ITGB1","Col4a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Early Enterocyte"
"fib","Late Enterocyte","Col4a2","ITGA3_ITGB1",0.00890894575894078,0,"COL4A2_ITGA3_ITGB1","Col4a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Late Enterocyte"
"fib","CSC","Col4a5","ITGA3_ITGB1",0.00459784957644511,0,"COL4A5_ITGA3_ITGB1","Col4a5  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_CSC"
"fib","proCSC","Col4a5","ITGA3_ITGB1",0.00521154592763871,0,"COL4A5_ITGA3_ITGB1","Col4a5  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_proCSC"
"fib","revCSC","Col4a5","ITGA3_ITGB1",0.00406054962352078,0,"COL4A5_ITGA3_ITGB1","Col4a5  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_revCSC"
"fib","TA 1","Col4a5","ITGA3_ITGB1",0.00351391919065576,0,"COL4A5_ITGA3_ITGB1","Col4a5  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 1"
"fib","TA 2","Col4a5","ITGA3_ITGB1",0.0093640487106663,0,"COL4A5_ITGA3_ITGB1","Col4a5  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_TA 2"
"fib","ER Stress","Col4a5","ITGA3_ITGB1",0.00356383463176054,0,"COL4A5_ITGA3_ITGB1","Col4a5  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_ER Stress"
"fib","Goblet / DCS","Col4a5","ITGA3_ITGB1",0.005826852927623,0,"COL4A5_ITGA3_ITGB1","Col4a5  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Goblet / DCS"
"fib","Early Enterocyte","Col4a5","ITGA3_ITGB1",0.00290614361559102,0,"COL4A5_ITGA3_ITGB1","Col4a5  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Early Enterocyte"
"fib","Late Enterocyte","Col4a5","ITGA3_ITGB1",0.00372296089259099,0,"COL4A5_ITGA3_ITGB1","Col4a5  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_Late Enterocyte"
"fib","CSC","Col6a1","ITGA3_ITGB1",0.0177395336586498,0,"COL6A1_ITGA3_ITGB1","Col6a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_CSC"
"fib","proCSC","Col6a1","ITGA3_ITGB1",0.0200719412077089,0,"COL6A1_ITGA3_ITGB1","Col6a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","cd34hi","cd34hi_proCSC"
