Gene_Symbol,GeneID,Control,Yap KO,YapTg Dox-,YapTg Dox+,Combined fold change,Fold_log2
Dcun1d4,ENSMUSG00000051674,3.77182536,3.555062722,4.467829905,4.835319543,0.870897697,-0.199424837
Psma5,ENSMUSG00000068749,8.656937367,7.959405079,7.715888379,8.146405759,0.870835713,-0.199527522
Gm9762,ENSMUSG00000037096,62.63023614,60.99858955,60.2984201,67.44577946,0.870736799,-0.199691399
Setd8,ENSMUSG00000049327,41.95942106,44.84379167,42.15446642,51.7433667,0.870686383,-0.199774933
Ppig,ENSMUSG00000042133,9.801962135,9.736433946,10.98490605,12.5332297,0.87060318,-0.199912805
Esrp1,ENSMUSG00000040728,19.22428093,18.49377121,22.95718942,25.36817121,0.870572479,-0.199963682
2310030N02Rik,ENSMUSG00000050323,6.173179089,6.205886552,6.054741354,6.992463943,0.870483044,-0.200111899
Rnf20,ENSMUSG00000028309,8.093911143,8.483948602,10.22657151,12.31587049,0.870371261,-0.200297174
Ipo11,ENSMUSG00000042590,5.577374851,5.668659943,8.927200917,10.4262405,0.870238197,-0.200517754
Golga4,ENSMUSG00000038708,21.07846293,19.90495123,22.42657385,24.33593365,0.870236105,-0.200521222
Cdc42bpg,ENSMUSG00000024769,13.83663452,14.12089793,16.24135417,19.05174132,0.870000305,-0.200912188
Cd63,ENSMUSG00000025351,19.03183274,21.92905704,17.35484181,22.98899688,0.869841218,-0.201176022
Aptx,ENSMUSG00000028411,1.056499045,1.041193075,1.296872073,1.469415333,0.869790646,-0.2012599
Khdrbs1,ENSMUSG00000028790,16.70449126,15.89005909,18.68028455,20.4325047,0.869669298,-0.201461191
Urb1,ENSMUSG00000039929,1.525006881,1.745399661,2.975455732,3.915950564,0.869639739,-0.201510228
Ran,ENSMUSG00000029430,44.73956127,45.5188005,50.91011875,59.56966183,0.869516972,-0.201713907
Ppp1r9b,ENSMUSG00000038976,10.47840527,11.51931127,9.321350267,11.78539009,0.869493196,-0.201753357
Mrps10,ENSMUSG00000034729,1.854716465,1.773036018,1.583920984,1.741494826,0.869463499,-0.201802632
Lpar6,ENSMUSG00000033446,3.715450264,4.272248326,4.941498628,6.5351772,0.869453475,-0.201819265
Pnkp,ENSMUSG00000002963,7.462833718,7.466175843,6.769487361,7.789912831,0.86939599,-0.201914653
Thop1,ENSMUSG00000004929,9.330160002,9.189110545,10.31576508,11.68635751,0.869374024,-0.201951104
Amn1,ENSMUSG00000068250,1.290936058,1.023413733,1.205898462,1.09993084,0.869144269,-0.202332425
Ckap5,ENSMUSG00000040549,6.093148145,5.754314915,10.13954239,11.01804509,0.869091892,-0.202419369
Arf3,ENSMUSG00000051853,33.70925122,36.08520952,39.18511428,48.28135072,0.86880404,-0.202897283
Smarcb1,ENSMUSG00000000902,6.123340295,6.382311383,7.292387148,8.754207194,0.868245397,-0.203825239
Actr10,ENSMUSG00000021076,10.02366925,10.3577268,9.340145721,11.11874786,0.868031517,-0.204180669
Slc19a3,ENSMUSG00000038496,1.207948561,0.895718437,1.725232585,1.473792757,0.868029145,-0.204184612
Rnf166,ENSMUSG00000014470,7.486795254,8.175994924,6.771731087,8.520238054,0.86794585,-0.204323056
Clta,ENSMUSG00000028478,91.06296542,92.37816204,78.63355067,91.90739218,0.867930543,-0.204348501
Snip1,ENSMUSG00000050213,8.72538763,8.046640405,8.744258105,9.291222064,0.867920591,-0.204365043
Kars,ENSMUSG00000031948,41.1474016,43.11365626,47.53755263,57.39012703,0.867904765,-0.20439135
Psmd5,ENSMUSG00000026869,11.17777181,11.22424281,11.77047829,13.61918079,0.867850542,-0.204481486
Gkap1,ENSMUSG00000021552,1.157215742,1.332760852,1.773931619,2.354313782,0.867781574,-0.204596142
Eea1,ENSMUSG00000036499,7.775820323,8.777955153,8.976038257,11.67695948,0.867764866,-0.204623918
Traf3ip1,ENSMUSG00000034292,3.271113919,3.370814856,4.220514342,5.012532576,0.867655657,-0.204805495
Larp1,ENSMUSG00000037331,29.88060906,32.23252054,38.08677444,47.35237987,0.867635285,-0.204839369
Cox18,ENSMUSG00000035505,6.66286692,6.843419707,6.613291567,7.829888942,0.867509232,-0.205048984
Usp16,ENSMUSG00000025616,4.6199336,4.973534544,4.8397369,6.006337741,0.867443923,-0.2051576
Abca2,ENSMUSG00000026944,1.619714037,1.561441262,1.79082878,1.990227224,0.867438529,-0.20516657
Vps72,ENSMUSG00000008958,8.037450045,8.282556001,7.950319329,9.444918389,0.867426044,-0.205187335
2310022B05Rik,ENSMUSG00000031983,7.310065505,6.028781507,6.297758062,5.988026295,0.867382288,-0.205260111
Trappc4,ENSMUSG00000032112,28.61301412,29.64016473,23.55734226,28.1360578,0.867321372,-0.205361435
Srebf2,ENSMUSG00000022463,46.8088827,44.48565735,49.69743178,54.46090843,0.867242999,-0.205491806
Relb,ENSMUSG00000002983,6.111276552,6.408556976,6.833109017,8.267708266,0.866685476,-0.206419567
Cul5,ENSMUSG00000032030,4.046864944,4.067585572,4.808013381,5.576243781,0.866646332,-0.206484729
Ccdc86,ENSMUSG00000024732,8.222411376,8.872708185,11.48761658,14.30371114,0.866638938,-0.206497037
Ccnl1,ENSMUSG00000027829,7.141439427,6.921978223,9.121601722,10.20186148,0.866634861,-0.206503823
Zyx,ENSMUSG00000029860,23.76952686,24.01228781,22.23693184,25.92146196,0.866619339,-0.206529664
Xpo1,ENSMUSG00000020290,16.51220039,15.69483907,22.53369926,24.71569684,0.866585765,-0.206585557
Nol7,ENSMUSG00000063200,35.08457038,32.9840141,34.29767353,37.2087115,0.866577434,-0.206599426
Lonrf1,ENSMUSG00000039633,2.19022955,2.194440089,2.361384893,2.73150907,0.866160208,-0.207294199
Slc18a1,ENSMUSG00000036330,2.549928423,2.745130325,2.245668261,2.791936399,0.865914591,-0.207703362
Hsdl2,ENSMUSG00000028383,8.296877178,7.776747834,6.305123024,6.825584131,0.865838906,-0.207829467
Zc3h7b,ENSMUSG00000022390,4.690895792,4.763830672,7.123172639,8.355395862,0.865778846,-0.207929543
Psmb4,ENSMUSG00000005779,106.2115351,107.8104054,102.3816291,120.041508,0.865724257,-0.208020511
Tbcc,ENSMUSG00000036430,5.042157893,5.216258257,4.89049663,5.846276554,0.865398728,-0.208563095
Kcnk10,ENSMUSG00000033854,3.455271331,2.841444363,2.321468175,2.206829321,0.865069477,-0.209112089
Ing5,ENSMUSG00000026283,5.023432999,4.805335828,7.114272657,7.867792872,0.864969348,-0.209279086
Atp6v1a,ENSMUSG00000052459,11.94838273,11.98933331,12.52291556,14.52764212,0.864960406,-0.209294
Rsu1,ENSMUSG00000026727,0.889073794,0.854175447,0.816916229,0.907386923,0.864956531,-0.209300464
Mier1,ENSMUSG00000028522,4.269146713,4.191938904,4.652641296,5.282207737,0.86488419,-0.209421129
Nat6,ENSMUSG00000079334,4.146415613,3.799601734,3.544384138,3.755565421,0.864829905,-0.209511684
Gmpr2,ENSMUSG00000002326,17.71453558,16.34652233,16.97593926,18.11605564,0.864700615,-0.209727379
Mtbp,ENSMUSG00000022369,2.746674049,2.885579876,3.906056725,4.746098223,0.864625023,-0.209853505
Tpr,ENSMUSG00000006005,12.29137975,12.76421105,17.58218787,21.12300424,0.864391664,-0.210242936
Mblac2,ENSMUSG00000051098,1.362413559,1.324155635,1.181263687,1.328225823,0.864380598,-0.210261405
Mical3,ENSMUSG00000003178,1.552637932,1.848706618,2.530935593,3.486739939,0.864289707,-0.210413115
Slc35d1,ENSMUSG00000028521,4.674683243,4.475643928,4.581636465,5.075568575,0.864249757,-0.210479802
Fam195b,ENSMUSG00000061111,4.549211863,5.125962417,5.190467058,6.767199699,0.864244653,-0.210488323
6330503K22Rik,ENSMUSG00000033904,1.022199772,0.843237728,1.456549137,1.39028726,0.864240963,-0.210494483
Sugt1,ENSMUSG00000022024,18.37688255,18.22647336,18.38785388,21.10319167,0.864198894,-0.210564711
Trabd,ENSMUSG00000015363,14.14811428,13.53126176,14.73170009,16.30353438,0.864193194,-0.210574226
Eif3g,ENSMUSG00000070319,80.64265121,84.45567288,81.33862762,98.57357728,0.864172321,-0.210609071
Orc4,ENSMUSG00000026761,4.194958269,4.055188113,4.666998332,5.221283514,0.86405966,-0.210797166
Snx27,ENSMUSG00000028136,7.486828855,7.485316167,8.062560156,9.330033244,0.86397668,-0.210935723
Nudcd1,ENSMUSG00000038736,5.821221714,5.735521955,6.704031619,7.647390207,0.86373717,-0.21133572
Denr,ENSMUSG00000023106,14.00875573,13.48483974,14.63306462,16.30812732,0.863728846,-0.211349623
Stk3,ENSMUSG00000022329,3.798756402,4.566619322,4.736960883,6.595641074,0.863368401,-0.211951804
Smyd5,ENSMUSG00000033706,6.735039439,6.468009644,10.54099795,11.72611269,0.863292923,-0.212077932
Npepps,ENSMUSG00000001441,24.81888599,23.11219879,25.94537803,27.99100977,0.863178108,-0.212269819
Klf13,ENSMUSG00000052040,8.26002599,8.797301942,9.074633036,11.19726983,0.863147491,-0.212320993
Zfp280c,ENSMUSG00000036916,1.11048951,1.283261576,2.329186137,3.118430587,0.86311536,-0.212374699
Riok3,ENSMUSG00000024404,22.25446303,22.04417597,20.58916546,23.63189234,0.863012316,-0.212546946
Ndfip2,ENSMUSG00000053253,13.71774793,13.67421813,10.82812437,12.51286568,0.862613276,-0.213214175
Clk3,ENSMUSG00000032316,17.13688034,17.31940042,18.97991734,22.24046521,0.862484975,-0.21342877
Ppan,ENSMUSG00000004100,14.40960975,14.23070544,19.63290962,22.48060402,0.862483711,-0.213430885
Jmjd6,ENSMUSG00000056962,9.235704845,8.345549642,9.58783986,10.05051341,0.862020162,-0.214206481
Rplp2,ENSMUSG00000025508,10.21605919,10.53387389,8.657022907,10.35539363,0.861998815,-0.214242208
Hmgxb3,ENSMUSG00000024622,6.499989751,7.447623883,8.367488391,11.12295558,0.861945844,-0.214330868
Sgms1,ENSMUSG00000040451,2.331071863,2.293391635,2.797768253,3.193512342,0.861917504,-0.214378302
Carm1,ENSMUSG00000032185,13.23177715,13.95455876,16.40800967,20.07907691,0.861807146,-0.214563033
Gmeb2,ENSMUSG00000038705,5.141768454,5.035948738,5.849241099,6.648167803,0.861720323,-0.214708386
Nob1,ENSMUSG00000003848,9.574416647,9.709361305,10.74434659,12.64540768,0.861639329,-0.214843993
Timm17a,ENSMUSG00000062580,12.96843305,14.95502078,11.848478,15.86009881,0.86150181,-0.215074267
Myst3,ENSMUSG00000031540,6.691739953,6.878574529,9.321309727,11.12205471,0.861492108,-0.215090514
Smarca5,ENSMUSG00000031715,6.841845751,6.211147989,7.471676307,7.878817415,0.860905755,-0.216072784
Nap1l1,ENSMUSG00000058799,10.18093986,10.17355473,13.97913222,16.22957741,0.860711994,-0.216397523
Snrnp200,ENSMUSG00000003660,11.67133254,12.21769755,20.48156874,24.91128998,0.860668537,-0.216470365
Polr3c,ENSMUSG00000028099,16.44074108,16.2240553,15.9845308,18.32764863,0.860659111,-0.216486165
Nsun2,ENSMUSG00000021595,31.31106232,31.04342057,37.20381293,42.86577883,0.860495293,-0.216760794
Gipc1,ENSMUSG00000019433,21.23212152,21.92704379,22.33745878,26.8099294,0.860448311,-0.216839566
Shc1,ENSMUSG00000042626,8.485450317,7.854263906,10.26019168,11.03798853,0.860391538,-0.216934759
2610001J05Rik,ENSMUSG00000052419,4.416383086,4.165751036,4.814668734,5.278500254,0.860364412,-0.216980245
Tpt1,ENSMUSG00000060126,12.20062281,10.98866759,10.43543395,10.92440281,0.860351348,-0.217002151
Cwf19l2,ENSMUSG00000025898,2.599651645,2.42075938,3.315978885,3.589453031,0.860240626,-0.217187829
Ap1b1,ENSMUSG00000009090,24.95995425,27.15583751,27.68686859,35.01849897,0.860192654,-0.217268285
Tmem139,ENSMUSG00000071506,8.178317063,7.866494153,7.1983634,8.050173179,0.860093816,-0.217434063
a,ENSMUSG00000027596,12.11174267,12.73354868,10.35637254,12.66060666,0.859995079,-0.217599691
39699,ENSMUSG00000059248,10.33093378,11.34345559,11.77311613,15.03310424,0.859901203,-0.217757182
Rab28,ENSMUSG00000029128,11.89991078,11.71695861,12.17904403,13.94733399,0.859791585,-0.217941105
Gba,ENSMUSG00000028048,15.49458469,15.02486188,17.56415595,19.81269835,0.859635229,-0.218203487
Rps6kb2,ENSMUSG00000024830,5.287154488,5.29987514,6.807130452,7.93781541,0.859620405,-0.218228366
Kpna6,ENSMUSG00000003731,11.03227474,11.20556384,12.91498142,15.26007315,0.859618623,-0.218231356
Arl10,ENSMUSG00000025870,2.753343537,2.553757334,3.346583232,3.611492366,0.859476792,-0.21846941
Ezh2,ENSMUSG00000029687,8.475704299,8.51203471,10.11646135,11.82140515,0.85944307,-0.218526017
Ranbp10,ENSMUSG00000037415,5.311659498,5.475170044,6.377075751,7.649028379,0.859374946,-0.218640377
Gm17415,ENSMUSG00000090489,13.72865279,14.67519847,13.91965546,17.31616913,0.859276093,-0.218806339
Diap1,ENSMUSG00000024456,18.31804448,18.26992861,19.370548,22.49037274,0.859019446,-0.219237305
Ccdc116,ENSMUSG00000022768,1.849321925,1.915234873,2.62484372,3.164569146,0.859010325,-0.219252623
Sec23ip,ENSMUSG00000055319,12.53985065,12.46743584,13.89343751,16.08037596,0.859010142,-0.21925293
Lsm12,ENSMUSG00000020922,14.07235401,13.01730886,12.64645495,13.61949258,0.858939018,-0.219372387
Elmo1,ENSMUSG00000041112,2.070963433,2.260942016,2.832637429,3.600371171,0.858935807,-0.21937778
Zfp566,ENSMUSG00000078768,0.737130013,0.75058784,0.960164793,1.138548355,0.858720295,-0.219739806
Eif5b,ENSMUSG00000026083,15.98944448,15.9359664,20.29389189,23.55707921,0.858596137,-0.219948413
Hps4,ENSMUSG00000042328,4.746014809,5.449147902,4.944243434,6.612306748,0.85851198,-0.220089829
1110004F10Rik,ENSMUSG00000030663,24.48739723,24.34888973,26.00608563,30.12606037,0.85835943,-0.220346206
Zc3hc1,ENSMUSG00000039130,2.703131222,2.840497879,3.052111547,3.736507683,0.858344963,-0.220370521
Snd1,ENSMUSG00000001424,28.4214485,28.12275398,31.69780727,36.55453829,0.85802424,-0.220909689
Csde1,ENSMUSG00000068823,40.84919782,41.92937422,42.146874,50.41980957,0.858023171,-0.220911487
Taf10,ENSMUSG00000043866,14.58512916,15.08952988,13.71504128,16.53754332,0.858008429,-0.220936275
Actr1a,ENSMUSG00000025228,50.86094861,50.41482066,48.54333704,56.1080203,0.857587522,-0.221644181
Mphosph8,ENSMUSG00000079184,5.221953785,5.283476779,6.404609984,7.557944853,0.857384738,-0.221985359
Sav1,ENSMUSG00000021067,11.69942364,11.91219667,11.78868417,14.00155022,0.857267971,-0.222181852
Lrrc47,ENSMUSG00000029028,17.13612983,18.11212769,19.51572883,24.06184537,0.857260022,-0.22219523
Crcp,ENSMUSG00000025532,16.77665277,16.63785174,16.82850254,19.46996008,0.857180624,-0.222328855
Aimp2,ENSMUSG00000029610,25.37270377,27.09733759,27.90593143,34.77250011,0.857078259,-0.222501154
Ap4s1,ENSMUSG00000020955,7.888100968,7.569958344,7.073920509,7.923146076,0.856808056,-0.222956051
Ccdc99,ENSMUSG00000069910,4.132705046,3.879638105,4.849740746,5.314272596,0.856705393,-0.223128924
Ubl3,ENSMUSG00000001687,30.66242628,31.11223367,25.05747923,29.69359773,0.856247336,-0.223900501
Gnb2,ENSMUSG00000029713,64.26604767,65.17267308,59.32645095,70.27508478,0.856112686,-0.22412739
9430016H08Rik,ENSMUSG00000025971,5.324545767,5.264529029,4.526395625,5.227953197,0.856047335,-0.224237522
Ppp1r11,ENSMUSG00000036398,14.83978924,16.74224085,15.86400329,20.90809338,0.856020593,-0.224282591
Rrbp1,ENSMUSG00000027422,41.0557411,38.2046828,45.47748568,49.43733944,0.856020288,-0.224283106
Anp32b,ENSMUSG00000028333,77.21700072,76.91773705,86.71063461,100.9045961,0.856002408,-0.22431324
Ep300,ENSMUSG00000055024,6.994401895,7.27984217,9.120616002,11.09071756,0.855925384,-0.22444306
Ccndbp1,ENSMUSG00000023572,6.537444981,6.313065322,6.42816029,7.253698687,0.85577466,-0.224697135
Ccdc90a,ENSMUSG00000021371,9.783208703,10.84023013,8.559530189,11.08405427,0.855674261,-0.224866401
H2-Q7,ENSMUSG00000060550,5.008487956,4.45807679,4.603364384,4.79064406,0.855307657,-0.225484639
Pop4,ENSMUSG00000030423,12.22711865,12.03042685,8.285963655,9.531984002,0.855296371,-0.225503676
Gm10509,ENSMUSG00000073448,2.509504995,2.73681162,1.890367285,2.410915174,0.855108263,-0.225821008
E2f5,ENSMUSG00000027552,6.994455569,6.327669992,8.390102417,8.877389005,0.855011423,-0.225984401
Fkbp5,ENSMUSG00000024222,2.834119558,2.691142123,3.675068709,4.082885968,0.854705856,-0.226500088
Lrch3,ENSMUSG00000022801,3.704652003,4.032544593,4.188342578,5.334371963,0.854654653,-0.226586519
Pop1,ENSMUSG00000022325,2.79120437,2.681086794,4.198793518,4.719130079,0.854637228,-0.226615933
Fbxo42,ENSMUSG00000028920,6.577829574,6.161784852,6.353150449,6.965243532,0.854430509,-0.226964932
Gcn1l1,ENSMUSG00000041638,4.771511853,4.864635806,6.750947002,8.055367658,0.854424429,-0.226975199
Klhl2,ENSMUSG00000031605,12.5956411,12.08728308,11.24877895,12.63567129,0.854309978,-0.227168462
Ap3b1,ENSMUSG00000021686,22.74909976,23.3486227,22.62015545,27.17615893,0.854288507,-0.227204722
Cab39,ENSMUSG00000036707,43.31044872,44.18103562,44.31631723,52.92161838,0.854227905,-0.227307068
Trafd1,ENSMUSG00000042726,5.35297666,5.945137569,6.07219101,7.895592255,0.85413648,-0.227461483
Fxr2,ENSMUSG00000018765,11.80822943,12.25750857,12.6198375,15.33717276,0.854133737,-0.227466116
Slc37a1,ENSMUSG00000024036,16.2342688,15.43121909,17.14219424,19.07847312,0.854063776,-0.22758429
1810029B16Rik,ENSMUSG00000025591,1.230988246,1.364242328,1.643818866,2.133201805,0.854003464,-0.227686174
C2cd2,ENSMUSG00000045975,1.41765019,1.752711083,2.115137605,3.062496527,0.853894614,-0.227870069
Rps19bp1,ENSMUSG00000051518,23.70423995,24.71312041,21.31632398,26.02713025,0.853861786,-0.227925534
Adipor1,ENSMUSG00000026457,23.52342563,24.24201242,21.90047356,26.43387931,0.853808955,-0.2280148
Prss8,ENSMUSG00000030800,30.1343853,31.42453676,24.33365359,29.7206147,0.853799864,-0.228030163
Hint3,ENSMUSG00000019791,10.78833662,12.5149811,8.227524169,11.17876028,0.853790332,-0.228046269
Srfbp1,ENSMUSG00000024528,5.079045994,5.773712234,7.332059626,9.762206154,0.853789879,-0.228047034
Gspt1,ENSMUSG00000062203,23.17519894,24.24316434,27.48394479,33.67465195,0.853771761,-0.228077649
Copg,ENSMUSG00000030058,16.98662184,16.61854925,18.76707409,21.50562583,0.853749718,-0.228114898
Senp3,ENSMUSG00000005204,10.75197115,10.16557968,12.24870818,13.56474792,0.853734081,-0.228141322
Odf2,ENSMUSG00000026790,2.634449106,2.772790542,4.263891747,5.256962864,0.853686693,-0.228221403
Prpf38b,ENSMUSG00000027881,17.16712743,16.24722623,21.84716465,24.23308304,0.853233715,-0.228987121
Ino80e,ENSMUSG00000030689,5.548122489,5.693447467,6.980952461,8.397876984,0.853049925,-0.229297917
Ptgfrn,ENSMUSG00000027864,24.83185381,25.16609652,27.56772036,32.76174321,0.852786993,-0.22974266
Snapc3,ENSMUSG00000028483,2.003520482,1.957333123,2.966206423,3.398068535,0.852786263,-0.229743896
Ppp1r7,ENSMUSG00000026275,4.080725321,3.98768491,4.675730021,5.3585793,0.852674425,-0.22993311
Apob,ENSMUSG00000020609,84.96837401,85.8063803,106.6341529,126.2940658,0.852659535,-0.229958304
Zfp182,ENSMUSG00000054737,0.811988796,0.661994854,0.857893955,0.820361285,0.852575852,-0.230099901
Fbxo34,ENSMUSG00000037536,8.759694569,8.564762966,8.630744745,9.898296248,0.85253891,-0.230162415
Lpcat1,ENSMUSG00000021608,0.506031871,0.664907422,0.592598798,0.913370502,0.852505314,-0.230219268
C1qbp,ENSMUSG00000018446,118.60891,117.2731189,133.9871688,155.40668,0.852461332,-0.2302937
BC017643,ENSMUSG00000039294,3.306494713,3.235293415,5.335230542,6.124090542,0.852427455,-0.230351035
Rc3h2,ENSMUSG00000075376,3.124642898,3.074010438,3.404478434,3.929551755,0.852339315,-0.230500215
Fxr1,ENSMUSG00000027680,22.81538358,23.99010656,23.52753416,29.03249005,0.852111701,-0.230885533
Anxa9,ENSMUSG00000015702,0.491490124,0.641130797,1.084289738,1.659909072,0.852104566,-0.230897614
L1cam,ENSMUSG00000031391,4.287028337,4.261173848,6.079398452,7.092206725,0.852024575,-0.231033052
Gnai3,ENSMUSG00000000001,66.21108136,65.46177365,64.60844645,74.98549415,0.851861769,-0.231308751
Erf,ENSMUSG00000040857,7.928560832,8.188178191,8.816766971,10.6889514,0.851857953,-0.231315213
Panx1,ENSMUSG00000031934,16.47631958,12.84569837,11.21278462,10.26237993,0.851849562,-0.231329425
Gtf2h1,ENSMUSG00000006599,17.80121334,18.09713711,18.46225677,22.03890664,0.851637965,-0.231687831
Pdap1,ENSMUSG00000029623,24.84339387,26.02398844,27.15625267,33.40720097,0.851515747,-0.231894885
Upf2,ENSMUSG00000043241,6.629970997,6.566277198,7.155354429,8.322360583,0.851514811,-0.231896471
Scaf11,ENSMUSG00000033228,15.03298759,15.01210031,17.23852145,20.22093107,0.851324287,-0.232219305
Trim56,ENSMUSG00000043279,3.35583089,3.659624237,5.064334896,6.487523814,0.851294603,-0.232269611
H47,ENSMUSG00000075701,45.86654538,47.59336539,42.20605737,51.44597365,0.851282643,-0.232289879
Zfp180,ENSMUSG00000057101,5.569215408,5.381011113,6.448502465,7.319774594,0.851198864,-0.232431869
Nf1,ENSMUSG00000020716,1.501261395,1.526211458,1.994770917,2.382520758,0.851166902,-0.232486043
Arhgef3,ENSMUSG00000021895,2.436949015,2.06429945,2.591471554,2.579607122,0.850979567,-0.232803603
Clca1,ENSMUSG00000056025,1.063273211,1.196843262,1.660974748,2.197810865,0.850677843,-0.233315218
Camsap3,ENSMUSG00000044433,16.31178247,16.94228657,18.4231042,22.49416105,0.850674884,-0.233320236
Ofd1,ENSMUSG00000040586,1.865926575,1.754310282,2.388902789,2.640428502,0.850620655,-0.233412208
Fancb,ENSMUSG00000047757,2.049330931,1.732679443,2.984214347,2.966229927,0.850611656,-0.233427471
Pcid2,ENSMUSG00000038542,7.214217757,7.72778396,8.476981969,10.6758405,0.850559908,-0.233515241
Vps26a,ENSMUSG00000020078,20.35384494,19.78974148,18.84675891,21.54633585,0.850465908,-0.233674689
Lats1,ENSMUSG00000040021,10.27040702,10.3897617,14.05404505,16.7181192,0.850416848,-0.233757917
C030046I01Rik,ENSMUSG00000035781,20.84463374,20.07647411,22.47767822,25.45780296,0.850400885,-0.233784997
Dvl3,ENSMUSG00000003233,4.933976752,5.338442306,6.464288588,8.225244328,0.850333686,-0.233899004
Gm13199,ENSMUSG00000056718,6.827572878,6.498425176,7.271653578,8.139449135,0.850315206,-0.233930357
Usp9x,ENSMUSG00000031010,6.048842453,6.483792839,9.799186285,12.35366209,0.850258835,-0.234026003
Jak1,ENSMUSG00000028530,15.46885686,15.59289774,16.38237465,19.42573631,0.850096003,-0.234302317
Ubap1,ENSMUSG00000028437,17.27237027,16.59320941,13.68330366,15.46597195,0.849947697,-0.23455403
Slc10a3,ENSMUSG00000032806,5.765783102,5.3580111,7.205575834,7.880779925,0.849659273,-0.235043682
Psma4,ENSMUSG00000032301,18.30773897,18.86112124,19.60674156,23.77408236,0.849639034,-0.235078047
1700066M21Rik,ENSMUSG00000038323,2.493653733,2.101209564,3.062991454,3.038746298,0.849345839,-0.23557598
Ctbp2,ENSMUSG00000030970,8.198657717,8.038962466,9.313374343,10.75243097,0.84929319,-0.235665413
Zfp800,ENSMUSG00000039841,3.744761649,3.714024974,5.269776634,6.154295383,0.849247955,-0.235742255
Cul1,ENSMUSG00000029686,24.61825637,24.09797589,25.18332746,29.03009802,0.849156789,-0.235897137
Baiap2l1,ENSMUSG00000038859,19.09042926,17.00924831,19.66962745,20.64293351,0.848973527,-0.236208528
Hspa14,ENSMUSG00000079615,2.777092454,2.300342822,3.10555787,3.030391884,0.84887366,-0.236378245
Noc3l,ENSMUSG00000024999,5.335774261,5.588359554,7.291419757,8.996313869,0.848856727,-0.236407023
Pygo2,ENSMUSG00000047824,11.57233589,11.7577785,13.46564262,16.11771605,0.848843891,-0.23642884
Appl1,ENSMUSG00000040760,2.687665746,2.958895717,3.144613729,4.079111062,0.848703863,-0.23666685
Atg3,ENSMUSG00000022663,11.96908169,12.59956179,11.23322998,13.93437995,0.848616774,-0.2368149
Nmt1,ENSMUSG00000020936,21.92578073,21.6344904,23.43915678,27.2545812,0.848582506,-0.236873158
Slc6a8,ENSMUSG00000019558,24.22226241,26.39137606,21.46881318,27.56587657,0.848561962,-0.236908086
Mars2,ENSMUSG00000046994,7.356976996,6.2359128,8.2007546,8.19176128,0.848549465,-0.236929333
Gnb1,ENSMUSG00000029064,151.0230166,150.9627423,131.8009694,155.2898762,0.848402806,-0.237178702
Uso1,ENSMUSG00000029407,39.52357674,39.09926105,36.62872703,42.71736954,0.848261261,-0.237419417
Rraga,ENSMUSG00000070934,28.23310094,28.057103,29.8620676,34.98535269,0.848238272,-0.237458518
Rab1,ENSMUSG00000020149,84.39123721,82.72908226,71.97637775,83.18794797,0.848184688,-0.237549656
Utp3,ENSMUSG00000070697,21.26417537,21.81439863,25.41020305,30.73714194,0.848084943,-0.237719325
Xpo5,ENSMUSG00000067150,11.46632007,11.33532733,18.2586387,21.28431367,0.84804471,-0.237787767
Ppp4r2,ENSMUSG00000052144,10.4115854,10.00580195,11.68666204,13.24554348,0.847921679,-0.237997083
Tubb2c,ENSMUSG00000036752,176.7842908,178.3613699,196.5199262,233.8483554,0.847870258,-0.238084576
Ube2j2,ENSMUSG00000023286,8.036221597,8.20596041,6.05204795,7.289195629,0.847813383,-0.238181355
Bag3,ENSMUSG00000030847,18.87504181,19.52075428,17.41902384,21.24888618,0.847805668,-0.238194483
Psmb7,ENSMUSG00000026750,78.38378904,81.33006462,78.97329962,96.67686185,0.847583714,-0.238572228
Uvrag,ENSMUSG00000035354,4.583240798,4.458563055,4.958452683,5.69220734,0.847398518,-0.238887489
Gstcd,ENSMUSG00000028018,3.505138238,3.683260971,4.506463283,5.588354717,0.847381957,-0.238915684
Sec16a,ENSMUSG00000026924,10.50783598,10.41005521,14.48084902,16.92992746,0.84738091,-0.238917467
0610007P22Rik,ENSMUSG00000015126,5.702759177,6.570413718,6.853826709,9.319231655,0.84734583,-0.238977193
Iqgap3,ENSMUSG00000028068,3.531463618,3.309622835,8.369023505,9.257636801,0.847224326,-0.239184081
Wdr36,ENSMUSG00000038299,21.70519133,20.96058693,24.58132193,28.02100455,0.847152028,-0.239307199
Dctn1,ENSMUSG00000031865,15.2374645,15.76109763,16.42183148,20.05201029,0.84710535,-0.239386693
Exoc2,ENSMUSG00000021357,3.940268629,3.836116167,4.906407004,5.638987016,0.84708774,-0.239416685
Rabac1,ENSMUSG00000003380,22.18402415,23.44215993,20.65243444,25.76663027,0.846975644,-0.239607612
Cct2,ENSMUSG00000034024,150.765995,150.9629602,161.3074439,190.7125043,0.84691972,-0.239702873
Ubap2,ENSMUSG00000028433,15.872802,16.86470397,23.77488831,29.83329936,0.846724883,-0.240034808
Gm505,ENSMUSG00000031986,4.109373727,4.515356546,6.573363212,8.532722659,0.846479431,-0.240453084
Ripk4,ENSMUSG00000005251,10.56747284,10.94945331,11.35539798,13.90072822,0.846420364,-0.240553758
Setd3,ENSMUSG00000056770,11.38986766,10.98438541,10.13726364,11.55094793,0.84636988,-0.240639807
